start_date,start_hour,start_minute,end_date,end_hour,end_minute,month,year,CATEGORY,START,STOP,MILES,PURPOSE,duration,speed,day,day_time
2016-02-25,18.0,22.0,2016-02-25,18.0,39.0,Feb,2016,Business,Tanglewood,Whitebridge,9.334171999999999,Meal/Entertain,17.0,32.944136470588234,Thursday,Afternoon
2016-02-26,9.0,6.0,2016-02-26,9.0,29.0,Feb,2016,Business,Whitebridge,Westpark Place,10.138842,Meal/Entertain,23.0,26.44915304347826,Friday,Morning
2016-02-26,11.0,5.0,2016-02-26,11.0,11.0,Feb,2016,Personal,Westpark Place,Whitebridge,2.735878,Meal/Entertain,6.0,27.35878,Friday,Morning
2016-02-26,11.0,35.0,2016-02-26,11.0,59.0,Feb,2016,Business,Cary,Durham,17.059003999999998,Meeting,24.0,42.64750999999999,Friday,Morning
2016-02-26,13.0,1.0,2016-02-26,13.0,24.0,Feb,2016,Business,Durham,Cary,15.932466,Meeting,23.0,41.56295478260869,Friday,Afternoon
2016-02-26,14.0,38.0,2016-02-26,14.0,46.0,Feb,2016,Personal,Whitebridge,Westpark Place,3.057746,Meeting,8.0,22.933094999999998,Friday,Afternoon
2016-02-26,15.0,0.0,2016-02-26,15.0,18.0,Feb,2016,Personal,Westpark Place,Hazelwood,6.759228,Meeting,18.0,22.53076,Friday,Afternoon
2016-02-26,17.0,1.0,2016-02-26,17.0,12.0,Feb,2016,Personal,Hazelwood,Whitebridge,3.21868,Meeting,11.0,17.556436363636365,Friday,Afternoon
2016-02-28,5.0,22.0,2016-02-28,5.0,38.0,Feb,2016,Business,Whitebridge,Waverly Place,12.391918,Meeting,16.0,46.4696925,Sunday,Night
2016-02-28,9.0,26.0,2016-02-28,9.0,42.0,Feb,2016,Business,Waverly Place,Whitebridge,10.943512,Meeting,16.0,41.03817,Sunday,Morning
2016-02-29,11.0,7.0,2016-02-29,11.0,14.0,Feb,2016,Personal,Whitebridge,Westpark Place,3.379614,Meeting,7.0,28.96812,Monday,Morning
2016-02-29,11.0,30.0,2016-02-29,11.0,40.0,Feb,2016,Business,Cary,Apex,6.115492,Meeting,10.0,36.692952,Monday,Morning
2016-02-29,12.0,36.0,2016-02-29,12.0,48.0,Feb,2016,Business,Apex,Cary,9.012303999999999,Meeting,12.0,45.06151999999999,Monday,Morning
2016-02-29,14.0,55.0,2016-02-29,15.0,3.0,Feb,2016,Business,Whitebridge,Hazelwood,4.184284,Meeting,8.0,31.38213,Monday,Afternoon
2016-02-29,16.0,40.0,2016-02-29,17.0,0.0,Feb,2016,Business,Hazelwood,Whitebridge,10.621644,Customer Visit,20.0,31.864932,Monday,Afternoon
2016-03-01,18.0,47.0,2016-03-01,19.0,10.0,Mar,2016,Business,Whitebridge,Wayne Ridge,12.87472,Meal/Entertain,23.0,33.58622608695652,Tuesday,Afternoon
2016-03-01,21.0,27.0,2016-03-01,21.0,45.0,Mar,2016,Business,Wayne Ridge,Whitebridge,12.87472,Meeting,18.0,42.915733333333336,Tuesday,Evening
2016-03-03,9.0,45.0,2016-03-03,9.0,52.0,Mar,2016,Personal,Whitebridge,Westpark Place,3.5405480000000003,Meeting,7.0,30.34755428571429,Thursday,Morning
2016-03-03,11.0,4.0,2016-03-03,11.0,10.0,Mar,2016,Business,Westpark Place,Whitebridge,3.7014819999999995,Errand/Supplies,6.0,37.01481999999999,Thursday,Morning
2016-03-03,14.0,44.0,2016-03-03,14.0,58.0,Mar,2016,Business,Whitebridge,Northwoods,8.368568,Meal/Entertain,14.0,35.865291428571425,Thursday,Afternoon
2016-03-03,15.0,27.0,2016-03-03,15.0,48.0,Mar,2016,Business,Cary,Raleigh,12.230984,Customer Visit,21.0,34.94566857142857,Thursday,Afternoon
2016-03-03,16.0,2.0,2016-03-03,16.0,42.0,Mar,2016,Business,Raleigh,Cary,27.841582000000002,Meeting,40.0,41.762373000000004,Thursday,Afternoon
2016-03-04,7.0,47.0,2016-03-04,8.0,6.0,Mar,2016,Business,Cary,Durham,15.932466,Meeting,19.0,50.31305052631579,Friday,Morning
2016-03-04,9.0,46.0,2016-03-04,10.0,3.0,Mar,2016,Business,Durham,Cary,15.932466,Customer Visit,17.0,56.23223294117647,Friday,Morning
2016-03-04,11.0,46.0,2016-03-04,12.0,6.0,Mar,2016,Business,Cary,Durham,16.737136,Meeting,20.0,50.211408,Friday,Morning
2016-03-04,13.0,3.0,2016-03-04,13.0,25.0,Mar,2016,Business,Durham,Cary,17.541806,Meeting,22.0,47.8412890909091,Friday,Afternoon
2016-03-04,13.0,40.0,2016-03-04,14.0,9.0,Mar,2016,Business,Cary,Raleigh,25.266638,Customer Visit,29.0,52.27580275862069,Friday,Afternoon
2016-03-04,15.0,56.0,2016-03-04,16.0,8.0,Mar,2016,Business,Raleigh,Raleigh,7.885766,Meal/Entertain,12.0,39.42883,Friday,Afternoon
2016-03-04,16.0,16.0,2016-03-04,16.0,22.0,Mar,2016,Business,Fayetteville Street,Depot Historic District,1.2874720000000002,Errand/Supplies,6.0,12.874720000000002,Friday,Afternoon
2016-03-04,16.0,43.0,2016-03-04,17.0,12.0,Mar,2016,Business,Raleigh,Cary,21.72609,Meeting,29.0,44.95053103448276,Friday,Afternoon
2016-03-04,19.0,2.0,2016-03-04,19.0,8.0,Mar,2016,Business,Cary,Morrisville,3.057746,Temporary Site,6.0,30.57746,Friday,Evening
2016-03-04,19.0,16.0,2016-03-04,19.0,25.0,Mar,2016,Business,Morrisville,Cary,3.21868,Meal/Entertain,9.0,21.457866666666668,Friday,Evening
2016-03-05,11.0,44.0,2016-03-05,11.0,59.0,Mar,2016,Business,Cary,Morrisville,10.46071,Meal/Entertain,15.0,41.84284,Saturday,Morning
2016-03-05,12.0,57.0,2016-03-05,13.0,12.0,Mar,2016,Personal,Weston,Weston,6.759228,Meal/Entertain,15.0,27.036912,Saturday,Morning
2016-03-05,14.0,8.0,2016-03-05,14.0,18.0,Mar,2016,Personal,Morrisville,Cary,5.63269,Meal/Entertain,10.0,33.79614,Saturday,Afternoon
2016-03-05,14.0,39.0,2016-03-05,15.0,1.0,Mar,2016,Business,Whitebridge,Wayne Ridge,12.552852,Meal/Entertain,22.0,34.23505090909091,Saturday,Afternoon
2016-03-05,16.0,52.0,2016-03-05,17.0,13.0,Mar,2016,Business,Cary,Morrisville,12.552852,Meal/Entertain,21.0,35.86529142857143,Saturday,Afternoon
2016-03-05,17.0,23.0,2016-03-05,17.0,34.0,Mar,2016,Business,Morrisville,Cary,6.276426,Meal/Entertain,11.0,34.23505090909091,Saturday,Afternoon
2016-03-07,9.0,10.0,2016-03-07,9.0,20.0,Mar,2016,Business,Whitebridge,Edgehill Farms,4.506151999999999,Errand/Supplies,10.0,27.036911999999997,Monday,Morning
2016-03-07,9.0,23.0,2016-03-07,9.0,47.0,Mar,2016,Business,Cary,Raleigh,19.955816000000002,Customer Visit,24.0,49.889540000000004,Monday,Morning
2016-03-07,12.0,10.0,2016-03-07,12.0,26.0,Mar,2016,Business,Fayetteville Street,Meredith Townes,9.495106,Customer Visit,16.0,35.6066475,Monday,Morning
2016-03-07,13.0,57.0,2016-03-07,14.0,18.0,Mar,2016,Business,Meredith Townes,Leesville Hollow,15.127796,Meeting,21.0,43.22227428571429,Monday,Afternoon
2016-03-07,15.0,19.0,2016-03-07,15.0,45.0,Mar,2016,Business,Raleigh,Cary,19.151146,Between Offices,26.0,44.194952307692304,Monday,Afternoon
2016-03-08,14.0,38.0,2016-03-08,14.0,55.0,Mar,2016,Business,Whitebridge,Waverly Place,11.587248,Between Offices,17.0,40.89616941176471,Tuesday,Afternoon
2016-03-08,15.0,35.0,2016-03-08,16.0,0.0,Mar,2016,Business,Waverly Place,Whitebridge,12.230984,Meal/Entertain,25.0,29.354361599999997,Tuesday,Afternoon
2016-03-08,16.0,13.0,2016-03-08,16.0,25.0,Mar,2016,Personal,Whitebridge,Whitebridge,2.5749440000000003,Meal/Entertain,12.0,12.874720000000002,Tuesday,Afternoon
2016-03-10,3.0,36.0,2016-03-10,3.0,53.0,Mar,2016,Business,Cary,Morrisville,13.518456,Meeting,17.0,47.71219764705883,Thursday,Night
2016-03-10,10.0,8.0,2016-03-10,10.0,37.0,Mar,2016,Business,East Austin,West University,20.599552000000003,Meeting,29.0,42.619762758620695,Thursday,Morning
2016-03-10,14.0,39.0,2016-03-10,14.0,55.0,Mar,2016,Business,West University,South Congress,3.7014819999999995,Meeting,16.0,13.880557499999998,Thursday,Afternoon
2016-03-10,16.0,18.0,2016-03-10,16.0,28.0,Mar,2016,Business,South Congress,Arts District,2.5749440000000003,Meeting,10.0,15.449664000000002,Thursday,Afternoon
2016-03-11,9.0,47.0,2016-03-11,9.0,59.0,Mar,2016,Business,The Drag,Congress Ave District,3.21868,Meal/Entertain,12.0,16.0934,Friday,Morning
2016-03-11,10.0,29.0,2016-03-11,10.0,36.0,Mar,2016,Business,Congress Ave District,Downtown,1.2874720000000002,Meal/Entertain,7.0,11.035474285714287,Friday,Morning
2016-03-11,11.0,57.0,2016-03-11,12.0,4.0,Mar,2016,Business,Downtown,Red River District,1.9312079999999998,Meal/Entertain,7.0,16.553211428571426,Friday,Morning
2016-03-11,13.0,43.0,2016-03-11,13.0,51.0,Mar,2016,Business,Red River District,Downtown,1.60934,Meal/Entertain,8.0,12.07005,Friday,Afternoon
2016-03-11,19.0,21.0,2016-03-11,19.0,35.0,Mar,2016,Business,South Congress,The Drag,3.379614,Meal/Entertain,14.0,14.48406,Friday,Evening
2016-03-12,9.0,13.0,2016-03-12,9.0,22.0,Mar,2016,Business,The Drag,South Congress,3.5405480000000003,Meal/Entertain,9.0,23.603653333333337,Saturday,Morning
2016-03-12,18.0,27.0,2016-03-12,18.0,37.0,Mar,2016,Personal,South Congress,The Drag,3.057746,Meal/Entertain,10.0,18.346476,Saturday,Afternoon
2016-03-13,9.0,7.0,2016-03-13,9.0,37.0,Mar,2016,Business,The Drag,Convention Center District,9.173238,Meal/Entertain,30.0,18.346476,Sunday,Morning
2016-03-13,18.0,23.0,2016-03-13,18.0,43.0,Mar,2016,Business,South Congress,North Austin,13.518456,Meal/Entertain,20.0,40.555368,Sunday,Afternoon
2016-03-13,20.0,7.0,2016-03-13,20.0,28.0,Mar,2016,Business,Georgian Acres,The Drag,9.977908000000001,Meal/Entertain,21.0,28.508308571428575,Sunday,Evening
2016-03-13,20.0,39.0,2016-03-13,20.0,58.0,Mar,2016,Business,The Drag,North Austin,16.89807,Meal/Entertain,19.0,53.36232631578948,Sunday,Evening
2016-03-13,21.0,11.0,2016-03-13,21.0,23.0,Mar,2016,Business,North Austin,Coxville,11.587248,Meal/Entertain,12.0,57.93624,Sunday,Evening
2016-03-13,22.0,19.0,2016-03-13,22.0,39.0,Mar,2016,Business,Coxville,The Drag,20.11675,Meal/Entertain,20.0,60.35025,Sunday,Evening
2016-03-14,8.0,34.0,2016-03-14,8.0,49.0,Mar,2016,Business,The Drag,South Congress,3.21868,Errand/Supplies,15.0,12.87472,Monday,Morning
2016-03-14,18.0,39.0,2016-03-14,18.0,55.0,Mar,2016,Business,South Congress,The Drag,4.345218,Errand/Supplies,16.0,16.2945675,Monday,Afternoon
2016-03-15,8.0,45.0,2016-03-15,8.0,57.0,Mar,2016,Business,The Drag,Convention Center District,3.21868,Meal/Entertain,12.0,16.0934,Tuesday,Morning
2016-03-15,20.0,48.0,2016-03-15,21.0,1.0,Mar,2016,Business,Downtown,The Drag,4.506151999999999,Meal/Entertain,13.0,20.79762461538461,Tuesday,Evening
2016-03-16,11.0,34.0,2016-03-16,11.0,45.0,Mar,2016,Business,The Drag,Congress Ave District,2.735878,Meal/Entertain,11.0,14.92297090909091,Wednesday,Morning
2016-03-16,14.0,44.0,2016-03-16,14.0,55.0,Mar,2016,Business,Convention Center District,West University,3.21868,Meal/Entertain,11.0,17.556436363636365,Wednesday,Afternoon
2016-03-16,18.0,43.0,2016-03-16,18.0,56.0,Mar,2016,Business,West University,Congress Ave District,3.379614,Meal/Entertain,13.0,15.598218461538462,Wednesday,Afternoon
2016-03-17,0.0,33.0,2016-03-17,0.0,44.0,Mar,2016,Personal,Downtown,The Drag,2.735878,Meal/Entertain,11.0,14.92297090909091,Thursday,Night
2016-03-17,12.0,52.0,2016-03-17,15.0,11.0,Mar,2016,Business,Austin,Katy,218.87024,Customer Visit,139.0,94.47636258992804,Thursday,Morning
2016-03-17,15.0,16.0,2016-03-17,15.0,58.0,Mar,2016,Business,Katy,Houston,48.602067999999996,Meeting,42.0,69.43152571428571,Thursday,Afternoon
2016-03-17,17.0,20.0,2016-03-17,18.0,2.0,Mar,2016,Business,Midtown,Alief,24.94477,Meal/Entertain,42.0,35.63538571428571,Thursday,Afternoon
2016-03-17,18.0,47.0,2016-03-17,19.0,9.0,Mar,2016,Personal,Houston,Houston,7.885766,Meal/Entertain,22.0,21.50663454545455,Thursday,Afternoon
2016-03-17,20.0,57.0,2016-03-17,21.0,28.0,Mar,2016,Personal,Houston,Houston,20.277684,Meal/Entertain,31.0,39.247130322580645,Thursday,Evening
2016-03-17,21.0,48.0,2016-03-17,22.0,4.0,Mar,2016,Personal,Sharpstown,Midtown,16.737136,Meal/Entertain,16.0,62.76426,Thursday,Evening
2016-03-18,7.0,15.0,2016-03-18,7.0,21.0,Mar,2016,Business,Midtown,Midtown,1.7702740000000001,Meal/Entertain,6.0,17.70274,Friday,Morning
2016-03-18,8.0,35.0,2016-03-18,8.0,43.0,Mar,2016,Business,Midtown,Midtown,1.7702740000000001,Meal/Entertain,8.0,13.277055,Friday,Morning
2016-03-18,18.0,24.0,2016-03-18,19.0,8.0,Mar,2016,Business,Midtown,Sharpstown,21.243288,Meeting,44.0,28.968120000000003,Friday,Afternoon
2016-03-18,19.0,23.0,2016-03-18,19.0,29.0,Mar,2016,Business,Sharpstown,Sharpstown,1.60934,Errand/Supplies,6.0,16.0934,Friday,Evening
2016-03-18,21.0,1.0,2016-03-18,21.0,15.0,Mar,2016,Business,Sharpstown,Midtown,14.805927999999998,Customer Visit,14.0,63.453977142857134,Friday,Evening
2016-03-19,9.0,10.0,2016-03-19,9.0,25.0,Mar,2016,Business,Midtown,Sharpstown,15.127796,Meal/Entertain,15.0,60.511184,Saturday,Morning
2016-03-19,12.0,50.0,2016-03-19,13.0,13.0,Mar,2016,Business,Houston,Sugar Land,19.31208,Customer Visit,23.0,50.379339130434786,Saturday,Morning
2016-03-19,14.0,1.0,2016-03-19,14.0,57.0,Mar,2016,Business,Sugar Land,Houston,56.487834,Customer Visit,56.0,60.52267928571428,Saturday,Afternoon
2016-03-19,15.0,34.0,2016-03-19,16.0,38.0,Mar,2016,Business,Houston,Galveston,58.74091,Meal/Entertain,64.0,55.069603125,Saturday,Afternoon
2016-03-19,17.0,17.0,2016-03-19,17.0,32.0,Mar,2016,Business,Galveston,Port Bolivar,4.9889540000000006,Meal/Entertain,15.0,19.955816000000002,Saturday,Afternoon
2016-03-19,17.0,37.0,2016-03-19,17.0,47.0,Mar,2016,Business,Port Bolivar,Port Bolivar,3.379614,Errand/Supplies,10.0,20.277684,Saturday,Afternoon
2016-03-19,17.0,52.0,2016-03-19,18.0,0.0,Mar,2016,Business,Port Bolivar,Port Bolivar,1.9312079999999998,Errand/Supplies,8.0,14.48406,Saturday,Afternoon
2016-03-19,18.0,53.0,2016-03-19,19.0,29.0,Mar,2016,Business,Port Bolivar,Galveston,12.07005,Meeting,36.0,20.11675,Saturday,Afternoon
2016-03-19,19.0,33.0,2016-03-19,20.0,39.0,Mar,2016,Business,Galveston,Houston,91.73238,Customer Visit,66.0,83.39307272727272,Saturday,Evening
2016-03-20,7.0,37.0,2016-03-20,7.0,48.0,Mar,2016,Business,Midtown,Washington Avenue,9.495106,Meeting,11.0,51.791487272727274,Sunday,Morning
2016-03-20,11.0,42.0,2016-03-20,11.0,56.0,Mar,2016,Business,Washington Avenue,Midtown,9.977908000000001,Meeting,14.0,42.762462857142864,Sunday,Morning
2016-03-20,17.0,8.0,2016-03-20,17.0,34.0,Mar,2016,Business,Midtown,Sharpstown,16.737136,Meeting,26.0,38.624159999999996,Sunday,Afternoon
2016-03-20,18.0,34.0,2016-03-20,18.0,40.0,Mar,2016,Personal,Sharpstown,Briar Meadow,1.9312079999999998,Meeting,6.0,19.312079999999998,Sunday,Afternoon
2016-03-20,18.0,45.0,2016-03-20,19.0,6.0,Mar,2016,Business,Briar Meadow,Midtown,15.449663999999999,Customer Visit,21.0,44.14189714285714,Sunday,Afternoon
2016-03-21,10.0,21.0,2016-03-21,10.0,26.0,Mar,2016,Personal,Midtown,Downtown,1.60934,Customer Visit,5.0,19.31208,Monday,Morning
2016-03-21,16.0,5.0,2016-03-21,16.0,13.0,Mar,2016,Business,Downtown,Midtown,1.448406,Meal/Entertain,8.0,10.863045000000001,Monday,Afternoon
2016-03-21,18.0,59.0,2016-03-21,19.0,15.0,Mar,2016,Business,Midtown,Sharpstown,14.162192000000001,Meal/Entertain,16.0,53.10822,Monday,Afternoon
2016-03-21,20.0,18.0,2016-03-21,20.0,55.0,Mar,2016,Business,Sharpstown,Midtown,41.199104000000005,Meal/Entertain,37.0,66.80935783783784,Monday,Evening
2016-03-22,6.0,17.0,2016-03-22,6.0,43.0,Mar,2016,Business,Midtown,Greater Greenspoint,37.01482,Meal/Entertain,26.0,85.41881538461539,Tuesday,Night
2016-03-22,12.0,6.0,2016-03-22,12.0,24.0,Mar,2016,Personal,Morrisville,Cary,13.035654,Meal/Entertain,18.0,43.45218,Tuesday,Morning
2016-03-22,19.0,12.0,2016-03-22,19.0,25.0,Mar,2016,Personal,Whitebridge,Whitebridge,2.2530759999999996,Meal/Entertain,13.0,10.398812307692305,Tuesday,Evening
2016-03-23,14.0,37.0,2016-03-23,14.0,42.0,Mar,2016,Personal,Whitebridge,Preston,2.735878,Meal/Entertain,5.0,32.830536,Wednesday,Afternoon
2016-03-23,14.0,53.0,2016-03-23,14.0,59.0,Mar,2016,Personal,Preston,Whitebridge,2.5749440000000003,Meal/Entertain,6.0,25.749440000000003,Wednesday,Afternoon
2016-03-24,19.0,47.0,2016-03-24,19.0,54.0,Mar,2016,Personal,Whitebridge,Westpark Place,3.21868,Meal/Entertain,7.0,27.588685714285713,Thursday,Evening
2016-03-24,20.0,34.0,2016-03-24,20.0,40.0,Mar,2016,Business,Westpark Place,Whitebridge,3.5405480000000003,Meal/Entertain,6.0,35.40548,Thursday,Evening
2016-03-25,13.0,24.0,2016-03-25,16.0,22.0,Mar,2016,Business,Cary,Latta,231.74496,Customer Visit,178.0,78.11627865168539,Friday,Afternoon
2016-03-25,16.0,52.0,2016-03-25,22.0,22.0,Mar,2016,Business,Latta,Jacksonville,499.37820200000004,Customer Visit,330.0,90.79603672727274,Friday,Afternoon
2016-03-26,14.0,5.0,2016-03-26,14.0,29.0,Mar,2016,Personal,Couples Glen,Isles of Buena Vista,10.782578,Meeting,24.0,26.956445000000002,Saturday,Afternoon
2016-03-26,15.0,19.0,2016-03-26,15.0,49.0,Mar,2016,Personal,Kissimmee,Orlando,14.162192000000001,Meeting,30.0,28.324384000000002,Saturday,Afternoon
2016-03-26,16.0,26.0,2016-03-26,16.0,30.0,Mar,2016,Personal,Lake Reams,Lake Reams,1.9312079999999998,Meeting,4.0,28.96812,Saturday,Afternoon
2016-03-27,0.0,31.0,2016-03-27,0.0,40.0,Mar,2016,Business,Lake Reams,Lake Reams,3.379614,Errand/Supplies,9.0,22.53076,Sunday,Night
2016-03-27,1.0,11.0,2016-03-27,1.0,23.0,Mar,2016,Business,Orlando,Kissimmee,10.621644,Meal/Entertain,12.0,53.108219999999996,Sunday,Night
2016-03-27,15.0,31.0,2016-03-27,15.0,56.0,Mar,2016,Business,Kissimmee,Orlando,9.816974,Customer Visit,25.0,23.5607376,Sunday,Afternoon
2016-03-27,21.0,26.0,2016-03-27,21.0,41.0,Mar,2016,Personal,Orlando,Orlando,11.104446000000001,Customer Visit,15.0,44.417784000000005,Sunday,Evening
2016-03-27,23.0,4.0,2016-03-27,23.0,18.0,Mar,2016,Personal,Orlando,Kissimmee,11.748182,Customer Visit,14.0,50.349351428571424,Sunday,Evening
2016-03-28,12.0,29.0,2016-03-28,12.0,42.0,Mar,2016,Personal,Kissimmee,Orlando,5.793624,Customer Visit,13.0,26.739803076923078,Monday,Morning
2016-03-28,19.0,30.0,2016-03-28,20.0,23.0,Mar,2016,Personal,Couples Glen,Vista East,43.774048,Customer Visit,53.0,49.55552603773585,Monday,Evening
2016-03-28,22.0,55.0,2016-03-28,23.0,26.0,Mar,2016,Personal,Orlando,Kissimmee,41.360037999999996,Customer Visit,31.0,80.05168645161288,Monday,Evening
2016-03-29,15.0,27.0,2016-03-29,16.0,11.0,Mar,2016,Personal,Kissimmee,Orlando,21.887024,Customer Visit,44.0,29.84594181818182,Tuesday,Afternoon
2016-03-29,18.0,20.0,2016-03-29,18.0,39.0,Mar,2016,Personal,Sand Lake Commons,Sky Lake,9.977908000000001,Customer Visit,19.0,31.509183157894743,Tuesday,Afternoon
2016-03-29,20.0,29.0,2016-03-29,20.0,44.0,Mar,2016,Personal,Sky Lake,Sand Lake Commons,9.65604,Customer Visit,15.0,38.62416,Tuesday,Evening
2016-03-29,23.0,4.0,2016-03-29,23.0,21.0,Mar,2016,Personal,Orlando,Kissimmee,22.208892000000002,Customer Visit,17.0,78.38432470588236,Tuesday,Evening
2016-03-30,22.0,5.0,2016-03-30,22.0,55.0,Mar,2016,Business,Orlando,Kissimmee,46.348992,Meal/Entertain,50.0,55.6187904,Wednesday,Evening
2016-03-31,12.0,47.0,2016-03-31,13.0,22.0,Mar,2016,Business,Kissimmee,Orlando,25.910374,Temporary Site,35.0,44.417784,Thursday,Morning
2016-03-31,14.0,37.0,2016-03-31,15.0,9.0,Mar,2016,Business,Orlando,Kissimmee,26.393175999999997,Meal/Entertain,32.0,49.487204999999996,Thursday,Afternoon
2016-04-01,13.0,43.0,2016-04-01,14.0,1.0,April,2016,Business,Kissimmee,Kissimmee,17.70274,Meeting,18.0,59.00913333333333,Friday,Afternoon
2016-04-01,14.0,36.0,2016-04-01,15.0,24.0,April,2016,Business,Kissimmee,Orlando,24.94477,Customer Visit,48.0,31.180962499999996,Friday,Afternoon
2016-04-01,16.0,1.0,2016-04-01,16.0,49.0,April,2016,Business,Orlando,Kissimmee,32.669602,Meeting,48.0,40.8370025,Friday,Afternoon
2016-04-01,16.0,52.0,2016-04-01,16.0,57.0,April,2016,Personal,Kissimmee,Kissimmee,1.1265379999999998,Meeting,5.0,13.518455999999999,Friday,Afternoon
2016-04-02,8.0,48.0,2016-04-02,9.0,4.0,April,2016,Personal,Kissimmee,Kissimmee,8.85137,Meeting,16.0,33.1926375,Saturday,Morning
2016-04-02,11.0,1.0,2016-04-02,11.0,16.0,April,2016,Personal,Kissimmee,Kissimmee,8.207633999999999,Meeting,15.0,32.830535999999995,Saturday,Morning
2016-04-02,12.0,21.0,2016-04-02,14.0,47.0,April,2016,Business,Kissimmee,Daytona Beach,124.40198199999999,Customer Visit,146.0,51.12410219178082,Saturday,Morning
2016-04-02,16.0,57.0,2016-04-02,18.0,9.0,April,2016,Business,Daytona Beach,Jacksonville,129.55187,Customer Visit,72.0,107.95989166666668,Saturday,Afternoon
2016-04-02,19.0,38.0,2016-04-02,22.0,36.0,April,2016,Business,Jacksonville,Ridgeland,280.34702799999997,Customer Visit,178.0,94.49899820224718,Saturday,Evening
2016-04-03,2.0,0.0,2016-04-03,4.0,16.0,April,2016,Business,Florence,Cary,256.367862,Meeting,136.0,113.10346852941177,Sunday,Night
2016-04-05,21.0,39.0,2016-04-05,21.0,55.0,April,2016,Business,Whitebridge,Wayne Ridge,12.713786,Meal/Entertain,16.0,47.6766975,Tuesday,Evening
2016-04-06,0.0,19.0,2016-04-06,0.0,39.0,April,2016,Business,Wayne Ridge,Whitebridge,12.87472,Meal/Entertain,20.0,38.62416,Wednesday,Night
2016-04-07,18.0,20.0,2016-04-07,18.0,39.0,April,2016,Business,Cary,Morrisville,9.816974,Meal/Entertain,19.0,31.00097052631579,Thursday,Afternoon
2016-04-07,19.0,45.0,2016-04-07,20.0,0.0,April,2016,Business,Morrisville,Cary,9.816974,Errand/Supplies,15.0,39.267896,Thursday,Evening
2016-04-08,12.0,30.0,2016-04-08,12.0,48.0,April,2016,Business,Cary,Durham,16.89807,Meeting,18.0,56.3269,Friday,Morning
2016-04-08,13.0,34.0,2016-04-08,13.0,51.0,April,2016,Business,Durham,Cary,14.001257999999998,Meal/Entertain,17.0,49.41620470588235,Friday,Afternoon
2016-04-08,13.0,55.0,2016-04-08,14.0,3.0,April,2016,Business,Westpark Place,Whitebridge,2.896812,Errand/Supplies,8.0,21.726090000000003,Friday,Afternoon
2016-04-08,14.0,43.0,2016-04-08,15.0,20.0,April,2016,Business,Cary,Raleigh,30.738394000000003,Meeting,37.0,49.846044324324325,Friday,Afternoon
2016-04-08,16.0,5.0,2016-04-08,16.0,47.0,April,2016,Business,Raleigh,Cary,29.933724,Meeting,42.0,42.762462857142864,Friday,Afternoon
2016-04-12,9.0,15.0,2016-04-12,9.0,26.0,April,2016,Business,Whitebridge,Edgehill Farms,4.506151999999999,Errand/Supplies,11.0,24.579010909090908,Tuesday,Morning
2016-04-12,9.0,34.0,2016-04-12,9.0,53.0,April,2016,Business,Cary,Raleigh,14.323126,Meeting,19.0,45.23092421052632,Tuesday,Morning
2016-04-12,10.0,58.0,2016-04-12,11.0,18.0,April,2016,Business,Meredith,Cedar Hill,12.07005,Customer Visit,20.0,36.210150000000006,Tuesday,Morning
2016-04-12,12.0,22.0,2016-04-12,12.0,44.0,April,2016,Business,Raleigh,Morrisville,25.588506,Meeting,22.0,69.78683454545455,Tuesday,Morning
2016-04-12,13.0,42.0,2016-04-12,14.0,1.0,April,2016,Business,Morrisville,Cary,10.46071,Meal/Entertain,19.0,33.03382105263158,Tuesday,Afternoon
2016-04-14,7.0,29.0,2016-04-14,8.0,9.0,April,2016,Business,Cary,Holly Springs,24.622902,Temporary Site,40.0,36.934353,Thursday,Morning
2016-04-14,16.0,0.0,2016-04-14,16.0,43.0,April,2016,Business,Holly Springs,Cary,22.047957999999998,Temporary Site,43.0,30.76459255813953,Thursday,Afternoon
2016-04-15,11.0,36.0,2016-04-15,12.0,7.0,April,2016,Business,Cary,Raleigh,19.151146,Temporary Site,31.0,37.066734193548385,Friday,Morning
2016-04-15,12.0,29.0,2016-04-15,12.0,32.0,April,2016,Business,Meredith Townes,Harden Place,2.2530759999999996,Errand/Supplies,3.0,45.06151999999999,Friday,Morning
2016-04-15,14.0,31.0,2016-04-15,15.0,1.0,April,2016,Business,Raleigh,Cary,24.461968,Meeting,30.0,48.923936,Friday,Afternoon
2016-04-16,12.0,59.0,2016-04-16,13.0,17.0,April,2016,Business,Cary,Morrisville,9.65604,Errand/Supplies,18.0,32.186800000000005,Saturday,Morning
2016-04-16,15.0,10.0,2016-04-16,15.0,26.0,April,2016,Business,Morrisville,Cary,9.816974,Meal/Entertain,16.0,36.8136525,Saturday,Afternoon
2016-04-19,17.0,44.0,2016-04-19,18.0,8.0,April,2016,Business,Whitebridge,Wayne Ridge,13.196587999999998,Meal/Entertain,24.0,32.99146999999999,Tuesday,Afternoon
2016-04-19,19.0,57.0,2016-04-19,20.0,19.0,April,2016,Business,Wayne Ridge,Whitebridge,12.87472,Meal/Entertain,22.0,35.11287272727273,Tuesday,Evening
2016-04-22,8.0,25.0,2016-04-22,9.0,4.0,April,2016,Business,Cary,Raleigh,21.887024,Meeting,39.0,33.67234461538462,Friday,Morning
2016-04-22,10.0,10.0,2016-04-22,10.0,40.0,April,2016,Business,Raleigh,Cary,36.21015,Meeting,30.0,72.4203,Friday,Morning
